school,age,famsize,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,activities,higher,internet,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2
0,15,0,3,4,2,2,2,1,1,1,0,0,1,1,3,4,3,1,2,4,2,14,13
0,16,0,4,4,1,1,2,0,1,2,0,0,1,1,4,4,2,1,1,3,0,16,16
0,17,0,2,1,3,2,0,0,2,2,0,1,1,1,4,3,4,2,2,1,10,12,15
0,16,0,2,3,3,4,3,0,1,2,0,0,1,1,2,3,1,1,1,3,0,13,13
1,17,0,3,3,1,2,0,0,2,2,1,0,1,1,4,5,4,2,3,3,4,8,9
0,15,1,3,1,2,2,2,1,2,4,0,0,1,1,4,4,2,2,3,3,6,15,15
0,15,0,2,2,3,3,1,1,1,4,0,1,1,1,5,5,4,1,2,5,6,14,13
1,17,0,4,1,1,0,0,0,1,1,0,0,1,0,3,2,2,1,1,5,0,8,10
0,17,0,1,1,2,2,0,0,1,2,0,0,1,0,4,4,4,1,3,1,0,14,15
0,18,0,2,1,3,3,2,0,1,3,0,1,1,1,4,2,4,1,3,2,0,14,15
0,16,0,2,2,3,2,2,0,2,2,0,1,1,1,3,4,4,1,4,5,0,13,12
1,20,0,1,1,2,2,0,2,2,1,1,0,0,1,4,4,3,2,4,4,12,8,11
1,16,1,4,1,2,2,1,0,2,2,0,1,1,1,1,2,4,2,2,1,8,9,10
0,16,0,3,1,3,2,0,0,1,4,0,0,1,1,4,3,3,1,2,5,0,10,9
1,15,1,2,1,0,2,1,0,2,1,0,0,0,0,1,3,4,1,1,1,0,6,8
1,18,0,4,4,0,3,3,0,3,1,0,1,1,1,2,5,5,1,1,1,5,12,13
0,17,1,0,2,0,0,1,1,2,3,0,0,1,1,3,3,3,2,3,2,0,14,14
0,17,1,2,1,0,2,0,0,2,1,1,1,0,1,3,3,2,2,2,5,8,8,8
1,17,0,4,2,4,2,0,1,2,4,0,0,1,1,4,2,3,3,1,5,0,18,18
1,17,0,1,1,2,3,0,0,2,1,0,1,1,1,4,5,5,1,3,2,0,10,9
0,16,0,4,4,4,3,1,0,1,3,0,1,1,1,5,3,2,1,1,5,4,15,16
1,16,0,1,2,2,3,0,0,1,3,1,0,1,0,1,3,2,1,2,4,3,9,8
0,18,0,2,2,2,2,1,0,2,2,3,0,1,1,3,3,3,5,5,4,9,10,9
1,15,1,1,1,0,3,2,1,2,2,0,0,1,1,5,4,3,1,2,4,0,10,10
0,17,0,4,4,3,4,1,0,1,1,0,0,1,1,5,2,3,1,2,5,4,13,13
1,16,0,1,3,0,2,3,1,2,1,0,0,0,1,4,3,3,1,3,5,11,10,11
0,18,1,2,2,2,2,0,0,1,4,0,1,1,1,4,5,5,2,4,5,0,11,11
0,16,0,4,3,4,1,1,0,1,3,0,1,1,1,3,4,4,2,4,4,0,14,13
0,15,0,4,4,3,2,0,0,1,1,0,1,1,1,5,3,3,1,1,5,2,12,13
0,16,0,3,3,2,3,0,1,1,2,1,0,1,1,4,5,5,4,4,5,0,10,10
0,17,0,1,2,0,3,3,2,2,2,0,1,1,1,4,4,4,4,5,5,16,10,11
0,17,0,4,3,3,3,0,0,1,2,0,0,1,1,5,2,2,1,2,5,14,15,14
1,16,1,2,2,2,3,0,1,1,2,0,1,1,0,5,4,3,1,1,1,0,11,13
1,17,0,1,1,0,0,3,0,1,2,0,1,1,1,4,5,5,1,2,3,2,11,10
0,18,0,4,3,4,2,0,0,1,3,0,0,1,1,5,4,5,2,3,5,0,14,13
0,17,0,4,3,2,2,2,0,1,2,0,0,1,1,3,4,5,2,4,1,16,11,9
0,18,1,2,1,3,2,0,0,3,2,1,1,0,1,4,4,5,4,4,5,4,11,10
0,15,1,4,4,1,3,0,1,1,1,0,1,1,1,4,3,3,1,3,5,0,12,13
1,17,0,0,1,2,0,0,1,2,1,0,1,1,0,2,4,4,3,5,5,5,9,9
0,17,0,1,1,2,2,2,1,1,2,0,0,1,1,4,3,3,1,2,4,0,12,12
0,19,0,2,2,3,3,1,0,1,2,0,0,1,1,4,3,3,1,1,5,0,10,10
1,17,0,2,3,2,2,0,0,2,1,0,0,1,1,5,5,5,1,3,3,2,10,11
1,16,0,4,4,4,3,0,0,2,3,0,0,1,1,5,3,5,1,4,5,1,10,11
0,17,0,2,4,3,3,2,1,1,2,0,1,1,0,5,4,2,2,3,5,0,17,18
0,17,0,2,1,3,2,2,0,1,2,0,1,1,1,4,3,5,2,4,4,4,12,16
1,18,1,4,2,4,2,2,0,1,2,0,1,1,1,5,3,1,1,1,5,0,5,0
0,16,0,4,3,1,2,1,0,1,2,0,1,1,1,4,3,5,1,5,2,2,14,14
1,16,0,2,2,0,2,0,0,2,2,1,1,1,0,4,4,4,2,3,5,2,12,11
1,18,0,1,1,2,2,0,0,2,2,0,1,1,0,1,1,1,1,1,5,6,11,12
1,16,0,1,1,2,2,0,2,1,4,0,1,1,1,2,2,1,1,1,5,0,14,14
1,15,1,3,3,0,0,2,1,1,2,0,1,1,1,5,3,3,1,1,5,0,11,11
1,15,0,3,3,2,3,0,1,2,1,0,0,1,1,4,1,3,1,1,4,0,14,16
0,18,1,3,2,3,2,2,0,2,3,0,1,1,1,5,4,2,1,1,4,0,14,15
0,15,0,3,4,3,4,0,1,2,3,0,0,1,1,4,2,2,2,2,5,0,10,11
0,18,0,3,2,3,2,1,0,1,2,0,1,1,1,3,1,2,1,2,1,4,10,13
0,18,0,2,2,2,2,0,0,1,1,0,1,1,1,4,3,5,2,4,5,2,10,10
0,15,0,4,2,2,2,0,0,1,4,0,0,1,1,3,3,3,1,1,3,0,11,9
0,15,0,2,3,2,2,3,1,2,1,0,1,1,0,3,5,1,1,1,5,4,11,11
1,18,1,4,4,0,1,1,0,1,4,0,1,0,1,5,5,5,5,5,5,2,5,6
1,19,1,2,2,2,2,1,0,1,3,0,0,1,1,5,4,5,1,1,1,0,12,13
1,19,0,1,1,0,3,3,1,2,1,1,0,0,0,5,5,5,2,3,2,0,5,0
0,15,0,3,3,3,3,2,2,2,3,0,1,1,1,4,2,1,2,3,3,2,13,13
0,18,1,3,4,3,2,1,0,1,2,0,1,1,1,4,3,3,1,3,5,6,16,16
0,17,0,3,3,0,2,0,0,1,1,0,1,1,1,4,2,5,2,5,5,2,11,12
0,18,1,3,3,3,3,1,0,1,4,0,0,1,1,5,3,3,1,1,1,4,14,14
1,15,0,2,2,2,3,0,0,2,3,0,1,1,0,5,3,2,1,1,4,0,12,13
0,16,0,3,3,2,2,2,0,3,2,0,1,1,0,5,3,2,1,1,4,2,13,14
0,18,0,2,3,2,3,2,1,1,4,0,1,1,1,4,5,5,1,3,2,10,16,16
0,16,0,1,0,2,2,2,0,2,2,0,1,1,1,4,3,2,1,1,3,0,16,17
1,17,0,2,2,2,2,2,0,2,2,0,1,1,0,5,3,2,1,1,1,0,15,17
0,15,0,1,2,0,2,0,0,1,2,0,0,1,1,4,3,2,1,1,5,6,13,12
1,18,0,1,1,0,2,3,0,1,2,1,0,1,1,4,3,2,1,1,5,9,7,7
0,16,1,3,3,2,2,2,0,2,2,0,1,1,1,4,4,5,1,1,4,0,14,14
1,18,0,3,2,2,2,0,0,2,1,0,0,1,1,2,5,5,5,5,5,8,9,10
1,18,1,2,2,3,3,0,1,2,3,0,0,1,1,5,4,5,1,4,3,0,11,12
0,16,0,3,3,0,2,2,2,3,2,1,0,1,1,5,3,3,1,3,2,4,9,11
0,17,0,4,4,3,3,2,0,2,3,0,1,1,1,5,3,4,1,1,5,0,7,7
1,15,0,1,1,0,3,3,0,1,1,1,0,1,0,4,1,3,1,1,2,6,10,10
1,16,0,1,1,0,3,1,0,2,2,0,1,1,0,5,4,5,4,5,3,0,7,0
0,17,0,2,2,2,2,1,1,2,1,0,0,0,1,4,4,4,2,3,4,8,8,8
0,16,0,2,2,2,2,0,1,1,2,0,0,0,1,4,3,5,2,4,4,0,9,10
0,16,0,3,3,2,2,0,2,2,1,0,1,1,1,4,3,2,1,1,5,4,9,9
1,15,0,1,1,0,2,1,1,2,2,0,1,1,1,4,3,3,1,1,2,1,11,10
0,18,0,2,1,2,2,2,0,2,2,0,0,0,1,4,3,5,1,2,3,12,8,9
0,17,1,1,1,2,3,0,0,4,2,0,1,0,0,5,3,5,1,5,5,0,8,8
1,19,0,1,1,0,3,0,0,1,3,1,1,0,0,5,3,1,1,1,3,6,7,9
0,15,0,4,2,1,3,1,0,1,3,0,1,1,1,3,2,2,1,1,5,0,14,14
0,17,0,1,1,0,2,2,0,1,3,0,1,1,0,4,3,4,1,1,5,12,12,12
1,17,1,2,1,3,2,2,0,2,2,0,1,1,1,5,3,3,1,2,2,5,11,11
0,17,1,4,4,4,2,2,0,1,2,0,1,1,1,4,4,4,1,3,5,0,11,9
0,16,0,3,3,2,2,1,0,1,3,0,0,1,1,4,3,3,1,3,4,2,9,11
1,16,0,2,1,2,3,0,0,1,2,0,1,1,1,5,3,3,1,1,1,0,14,13
0,18,0,4,2,4,2,1,0,1,2,0,1,1,1,4,3,2,1,4,5,2,15,16
0,16,0,3,4,0,2,0,0,1,2,0,0,1,1,2,4,3,1,2,3,14,12,11
1,16,0,2,1,2,3,2,0,2,2,0,1,1,1,5,2,1,1,1,2,0,8,7
